,제목,URL,신문사,작성일,세부내용,url
1819,"고개 숙인 이재명 ""宋 귀국 요청""… ‘돈봉투 정국’ 정면돌파",,파이낸셜뉴스,2023.04.17,이재명 더불어민주당 대표가 17일 '2021년 전당대회 돈 봉투 의혹'에 대해 고개를 숙이고 대국민 사과했다. 이 대표는 연루 의혹을 받고 있는 송영길 전 대표의 조기 귀국을 요청하면서 이른바 '이심송심(李心宋心)',https://n.news.naver.com/mnews/article/014/0004998267?sid=100
1820,이재명 '돈봉투 정국' 정면돌파 시도..겹악재 잠재울수 있을까,,파이낸셜뉴스,2023.04.17,이재명 더불어민주당 대표가 17일 '2021년 전당대회 돈 봉투 의혹'에 대해 고개를 숙이고 대국민 사과했다. 이 대표는 연루 의혹을 받고 있는 송영길 전 대표의 조기 귀국을 요청하면서 이른바 '이심송심(李心宋心)',https://n.news.naver.com/mnews/article/014/0004998216?sid=100
1821,"이재명, ‘전대 돈 봉투’ 의혹에 고개 숙여 사과… 송영길 귀국 요청",,서울신문,2023.04.17,"이재명 더불어민주당 대표가 17일 ‘2021년 전당대회 돈 봉투 의혹’과 관련, “이번 일로 국민 여러분께 심려를 끼쳐드린 점에 대해서 당 대표로서 깊이 사과드린다”고 말했다. 아울러 송영길 전 대표의 조기 귀국을 ",https://n.news.naver.com/mnews/article/081/0003354227?sid=100
1822,‘돈봉투’ 총선 악재 될라 고개 숙인 이재명… “宋에 조기 귀국 요청”,,서울신문,2023.04.18,"이재명 더불어민주당 대표가 17일 ‘2021년 전당대회 돈봉투 의혹’과 관련해 사과하며 검찰의 공정한 수사를 촉구했다. 자신의 사법 리스크에 대해선 정치 탄압을 주장하고 있지만, 사안이 장기화하면 내년 총선을 앞두고",https://n.news.naver.com/mnews/article/081/0003354456?sid=100
1823,"'돈 봉투' 의혹에 이재명 사과…""송영길 조기 귀국 요청""",,SBS Biz,2023.04.17,"더불어민주당 이재명 대표가 '2021년 전당대회 돈 봉투 살포 의혹'에 대해 오늘(17일) 사과했습니다. 이 대표는 오늘 오전 국회 최고위원회의에 앞서 ""최근 우리 당의 지난 전당대회 관련해 불미스러운 의혹 보도가 ",https://n.news.naver.com/mnews/article/374/0000331879?sid=100
1824,‘돈봉투 의혹’에 고개숙인 이재명… 송영길에 조기 귀국 요청,,세계일보,2023.04.17,"李 “당 자체조사 안해… 공정수사해야” 檢, 주내 영장 적시 피의자 줄소환 예고 더불어민주당 이재명 대표는 2021년 전당대회 당시 돈 봉투 살포 의혹에 대해 17일 대국민 사과했다. 검찰이 이 의혹과 관련해 민주당",https://n.news.naver.com/mnews/article/022/0003803372?sid=100
1825,"'돈봉투' 초대형 악재로 번질라…고개 숙인 이재명, 檢 수사 요청",,뉴스1,2023.04.17,"문창석 강수련 기자 = 더불어민주당이 지난 2021년 전당대회 과정에서 금품이 살포됐다는 의혹에 대해 사과하고 검찰의 공정한 수사를 촉구했다. 이는 사건 초기와 정반대의 대응으로, 내년 총선에서 초대형 악재로 번지지",https://n.news.naver.com/mnews/article/421/0006751921?sid=100
1826,"이재명, 돈 봉투 전대 의혹 사과…""송영길 조기귀국 요청했다""(상보)",,아시아경제,2023.04.17,"이재명 더불어민주당 대표는 17일 돈 봉투 의혹이 제기된 2021년 전당대회와 관련해 ""국민 여러분께 심려를 끼쳐드린 점에 대해 당대표로 깊이 사과한다""고 말했다. 프랑스에 체류 중인 송영길 전 민주당 대표의 조기 ",https://n.news.naver.com/mnews/article/277/0005246354?sid=100
1827,‘전대 돈봉투’ 의혹에 고개 숙인 이재명…송영길 귀국 요청,,국제신문,2023.04.17,더불어민주당에서 2021년 전당대회 때 돈 봉투가 오갔다는 의혹에 대해 이재명 대표는 “이번 일로 국민 여러분께 심려를 끼쳐드린 점에 대해 당 대표로서 깊이 사과드린다”며 고개를 숙였다. 그때 당선된 송영길 전 대표,https://n.news.naver.com/mnews/article/658/0000038469?sid=100
1828,"[속보] 이재명, 돈봉투 의혹에 ""국민께 깊이 사과…송영길 조기 귀국 요청""",,조세일보,2023.04.17,"이재명 더불어민주당 대표가 17일 2021년 '전당대회 돈봉투 의혹'에 대해 ""국민 여러분께 심려끼쳐 드린 점 당대표로서 깊이 사과드린다""고 공개 사과했다. 이어 송영길 전 대표에게 조기 귀국을 요청했다고 밝혔다. ",https://n.news.naver.com/mnews/article/123/0002302686?sid=100
1829,"`돈봉투` 파문에 고개 숙인 이재명…송영길 ""귀국 입장 밝힐 것""",,이데일리,2023.04.17,이재명 더불어민주당 대표가 2021년 전당대회 과정에서 송영길 전 대표 관계자들이 당내 인사들에게 불법 자금을 전달했다는 ‘돈 봉투 의혹’에 대해 고개 숙여 사과했다. 이 대표는 현재 프랑스에 머물고 있는 송 전 대,https://n.news.naver.com/mnews/article/018/0005465951?sid=100
1830,“전대 돈봉투 사과” 이재명 진화에도 당 안팎 비난 봇물,,부산일보,2023.04.17,더불어민주당 이재명 대표가 ‘2021년 전당대회 돈 봉투 의혹’을 공식 사과했다. 민주당 일각에서 논의되던 자체 진상조사는 하지 않기로 했다. 이 대표는 17일 최고위원회의에 앞서 발표한 공식 입장을 통해 “이번 사,https://n.news.naver.com/mnews/article/082/0001207884?sid=100
1831,[민주 `돈봉투 의혹` 파장] 이재명의 `이중잣대`… 본인 의혹과 돈봉투 대응 너무 달라,,디지털타임스,2023.04.17,이재명 더불어민주당 대표가 '2021년 전당대회 돈봉투 의혹'을 사과하고 송영길 전 대표까지 소환했다. 차기 총선 악재를 차단하고 자신의 사법리스크를 물타기하려는 의도가 아니냐는 비판이 나온다. 본인과 노웅래 의원의,https://n.news.naver.com/mnews/article/029/0002795154?sid=100
1832,"이재명, ‘전대 돈 봉투’ 의혹에 “깊이 사과…송영길 귀국 요청”",,동아일보,2023.04.17,이재명 더불어민주당 대표가 2021년 전당대회 과정에서 송영길 전 대표 관계자들이 불법 자금을 전달했다는 ‘돈 봉투 의혹’에 대해 사과했다. 이 대표는 현재 프랑스에 머물고 있는 송 전 대표의 귀국도 요청했다. 이 ,https://n.news.naver.com/mnews/article/020/0003491784?sid=100
1833,이재명 ‘전당대회 의혹’ 관련 “돈 봉투 깊이 사과”,,문화일보,2023.04.17,"“국민에 심려 죄송…공정수사를 송영길 전 대표 조기귀국 요청” 국힘 “정의로운 척하며 금권선거” 검찰, 강래구 조만간 영장 청구 이재명 더불어민주당 대표는 17일 ‘2021년 전당대회 돈 봉투 의혹’과 관련해 “이번",https://n.news.naver.com/mnews/article/021/0002567040?sid=100
1834,"'전대 돈봉투 의혹'에 이재명 사과…""송영길 귀국 요청""",,연합뉴스TV,2023.04.17,"더불어민주당 이재명 대표는 오늘(17일) '2021년 전당대회 돈 봉투 의혹'과 관련해 공식 사과했습니다. 국회 취재기자 연결해 자세한 상황 알아봅니다! 장윤희 기자, 이 대표의 사과 내용 어땠습니까? [기자] 오늘",https://n.news.naver.com/mnews/article/422/0000594266?sid=100
1835,"이재명, '野돈봉투 의혹'에 '공식사과' …""송영길 조기귀국 요청""",,머니투데이,2023.04.17,이재명 더불어민주당 대표가 지난 2021년 전당대회 과정에서 송영길 전 대표 측 관계자들이 의원들에게 불법 자금을 전달했다는 의혹과 관련해 공식 사과했다. 송 전 대표에게 조기 귀국을 요청했다며 사태 수습을 위해 노,https://n.news.naver.com/mnews/article/008/0004875748?sid=100
1836,"'전대 돈봉투 의혹'에 고개 숙인 이재명…""송영길 귀국 요청""",,연합뉴스TV,2023.04.17,"더불어민주당 이재명 대표는 오늘(17일) '2021년 전당대회 돈 봉투 의혹'과 관련해 공식 사과했습니다. 국회 취재기자 연결해 자세한 상황 알아봅니다. 장윤희 기자, 이 대표의 사과 내용 어땠습니까? [기자] 오늘",https://n.news.naver.com/mnews/article/422/0000594284?sid=100
1837,"고개 숙인 이재명 ""돈봉투 의혹 사과… 송영길 조기귀국 요청""",,머니S,2023.04.17,"이재명 더불어민주당 대표는 지난 2021년 치러진 전당대회 돈 봉투 의혹과 관련해 ""당 대표로서 깊이 사과드린다""며 ""송영길 전 대표의 조기 귀국을 요청했다""고 공식 사과했다. 이 대표는 17일 오전 국회에서 열린 ",https://n.news.naver.com/mnews/article/417/0000913391?sid=100
1838,"이재명, 野 '돈봉투 의혹' 공식사과…송영길 귀국도 요청[상보]",,아이뉴스24,2023.04.17,"이재명 더불어민주당 대표가 17일 민주당을 휩쓴 '전당대회 돈봉투 의혹'에 공식 사과하고 정확한 사실규명과 빠른 수습을 약속했다. 이 대표는 이날 오전 국회에서 열린 최고위원회의 시작 전 ""국민께 민주당의 공식입장을",https://n.news.naver.com/mnews/article/031/0000741154?sid=100
1839,"[속보] 이재명, '돈봉투 의혹'에 사과…""송영길 조기귀국 요청""",,중앙일보,2023.04.17,이재명 더불어민주당 대표가 이른바 ‘민주당 전당대회 돈봉투 살포’ 의혹에 대해 17일 사과했다. 이 대표는 이날 서울 여의도 국회에서 열린 민주당 최고위원회의에 앞서 “민주당은 이번 사안을 엄중하게 인식하고 있다는 ,https://n.news.naver.com/mnews/article/025/0003273618?sid=100
1840,[속보] 이재명 ‘돈봉투 의혹’에 “깊이 사과…송영길 조기귀국 요청”,,문화일보,2023.04.17,"이 대표 “아직 사안 전모 안 밝혀져 정확한 사실 규명, 사태 수습 노력” 이재명 더불어민주당 대표는 최근 검찰 수사가 이뤄지고 있는 2021년 5월 전당대회 당시 ‘돈봉투 의혹’에 관해 “국민 여러분께 심려를 끼친",https://n.news.naver.com/mnews/article/021/0002566918?sid=100
1841,"이재명, '전대 돈봉투 의혹'에 ""국민께 깊이 사과…송영길 조기귀국 요청""",,강원도민일보,2023.04.17,"더불어민주당 이재명 대표가 '2021년 전당대회 돈 봉투 의혹'과 관련해 사과했다. 이 대표는 17일 오전 국회 최고위원회의에 앞서 ""최근 우리 당의 지난 전당대회와 관련해 불미스러운 의혹 보도가 이어지고 있다""며 ",https://n.news.naver.com/mnews/article/654/0000037767?sid=100
1842,"이재명, 돈봉투 의혹 사과…송영길 ""귀국여부 곧 발표""",,SBS,2023.04.18,전당대회 때 돈 봉투가 뿌려졌다는 의혹과 관련해 이재명 민주당 대표가 공식 사과했습니다. 피의자로 입건된 의원들이 검찰의 기획 수사라며 반발하는 가운데 당 대표가 직접 고개를 숙인 겁니다. 이 대표는 의혹의 핵심 인,https://n.news.naver.com/mnews/article/055/0001051248?sid=100
1843,"이재명, 전당대회 돈봉투 의혹에 “사안 엄중…국민께 사과”",,경기일보,2023.04.17,"최고위 앞서 대국민 사과…송영길 귀국 요청 정치적 고려 배제한 신속·공정한 수사 요청 더불어민주당 이재명 대표가 17일 오전 '전당대회 돈 봉투 의혹'과 관련, 사과하고 있다. 연합뉴스 더불어민주당 이재명",https://n.news.naver.com/mnews/article/666/0000008905?sid=100
1844,"이재명, '전대 돈 봉투' 의혹 사과…""송영길 귀국 요청""",,시사저널,2023.04.17,"""수사기관의 정치적 고려 배제된 공정한 수사 요청"" 이재명 더불어민주당 대표가 '2021년 민주당 전당대회 돈 봉투' 의혹에 대해 ""민주당은 이번 사안을 엄중하게 인식하고 있다""며 ""이번 일로 국민 여러분께 심려를 ",https://n.news.naver.com/mnews/article/586/0000056099?sid=100
1845,"돈봉투 의혹 사과한 이재명...""송영길 조기 귀국 요청, 엄중히 인식""",,주간조선,2023.04.17,"이재명 더불어민주당 대표가 2021년 '전당대회 돈봉투 의혹'에 대해 사과하고 송영길 전 대표에게 조기 귀국을 요청했다고 밝혔다. 이 대표는 17일 오전 국회 최고위원회의에 앞서 ""최근 우리 당의 지난 전당대회와 관",https://n.news.naver.com/mnews/article/053/0000035732?sid=100
1846,이재명 “돈봉투 의혹 국민께 사과…송영길 전 대표 조기 귀국 요청했다”,,매일신문,2023.04.17,"이재명 더불어민주당 대표가 2021년 전당대회 돈봉투 의혹에 대해 사과 입장을 밝혔다. 또 이 대표는 송영길 전 대표에 대해서도 조기 귀국을 요청했다고 전했다. 이 대표는 17일 국회에서 열린 최고위원회의에서 ""저희",https://n.news.naver.com/mnews/article/088/0000809190?sid=100
1847,"이재명, '돈봉투' 의혹에 ""깊이 사과"" 고개 숙여…""송영길 귀국 요청""",,매일신문,2023.04.17,이재명 더불어민주당 대표가 17일 지난 '2021년 전당대회 돈 봉투 살포 의혹'에 대해 고개를 숙이고 사과했다. 이 대표는 송영길 전 대표에게 귀국 후 수사에 응할 것을 요청하는 한편 수사기관의 수사를 바탕으로 상,https://n.news.naver.com/mnews/article/088/0000809368?sid=100
1848,"이재명 '돈봉투 의혹' 공식 사과 ""송영길 조기 귀국 요청했다""",,파이낸셜뉴스,2023.04.17,이재명 더불어민주당 대표가 17일 2021년 전당대회에서 불법 정치자금이 오갔다는 의혹과 관련해 공식 사과하면서 당시 당대표로 당선됐던 송영길 전 대표의 조기 귀국을 요청했다고 밝혔다. 이 대표는 이날 오전 국회에서,https://n.news.naver.com/mnews/article/014/0004997819?sid=100
1849,"‘송영길 돈봉투’ 조기 진화 나선 이재명…“宋, 조기귀국하길”",,이데일리,2023.04.17,이재명 더불어민주당 대표가 송영길 전 대표의 전당대회 당시 불거진 ‘돈봉투 살포’ 의혹에 대해 선긋기에 나섰다. 악재가 더 커질 조짐을 보이자 빠른 대처에 나선 것으로 해석된다. 다만 이 대표가 대선 및 이후 행보에,https://n.news.naver.com/mnews/article/018/0005465859?sid=100
1850,"이재명, '전당대회 돈봉투 의혹' 결국 사과…더 큰 위기 오나",,전자신문,2023.04.17,이재명 더불어민주당 대표가 2021년 전당대회 '돈봉투 의혹'에 결국 고개를 숙였다. 그러나 여전히 사태의 실체적 진실 파악이 어려운 상황에서 대여 투쟁 동력이 상실될 수 있다는 분석이 나온다. 아울러 해당 의혹이 ,https://n.news.naver.com/mnews/article/030/0003091971?sid=100
