,제목,URL,신문사,작성일,세부내용,url
2263,美 전기차 보조금 대상 발표…현대차·기아 제외,,데일리안,2023.04.18,현대차 기아의 전기차가 미국의 보조금 지급 대상에서 모두 제외됐다. 미국 정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지급하는 16개 전기차(하위 모델 포함 22,https://n.news.naver.com/mnews/article/119/0002703661?sid=101
2264,미 전기차 보호주의 현실화...현대·기아차 보조금 대상서 진짜 제외,,국제신문,2023.04.18,"미국 재무부가 17일(현지시간) 보조금 지급 대상 전기차 16종을 발표했는데, 현대와 기아차는 빠졌다. 엄격해진 배터리 요건을 충족하지 못했기 때문이다. 18일 자동차업계에 따르면 북미산 조립 요건만 맞추면 보조금을",https://n.news.naver.com/mnews/article/658/0000038571?sid=101
2265,美 전기차 보조금 16개 차종 공개...현대·기아·일본·독일차 모두 빠져,,조선일보,2023.04.18,조 바이든 미 행정부는 17일(현지 시각) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지원하는 16개 전기차 대상 차종을 발표했다. 미 재무부가 이날 공개한 보조금 지급 대상 전기차는 ,https://n.news.naver.com/mnews/article/023/0003758412?sid=101
2266,"미국 업체만 ‘전기차 보조금’…현대차도, 일 닛산도 모두 제외",,한겨레,2023.04.18,미국 정부가 ‘인플레이션 감축법’에 따라 최대 7500달러(990만원)를 주는 보조금 지급 대상 전기차 차종에 모두 미국 업체들 것만 선정됐다. 한국의 현대·기아차는 물론 기존 보조금 지급 대상이던 일본과 독일 업체,https://n.news.naver.com/mnews/article/028/0002636180?sid=101
2267,"현대차·기아, 한 푼도 안줘…'IRA 보조금' 미국차에 몰아줬다",,머니투데이,2023.04.18,미국 정부의 인플레이션 감축법(IRA) 세부지침에 따른 전기차 보조금 지급 대상 22종을 발표했다. 예상했던 대로 현대·기아차가 제외됐다. 17일(현지시간) 미 국세청(IRS)는 IRA 세부지침에 따른 보조금 지급대,https://n.news.naver.com/mnews/article/008/0004876191?sid=101
2268,"美, 전기차 보조금 한국 기업 모두 빠져…“반도체 보조금 기업 200군데 지원”",,KBS,2023.04.18,미국이 보조금을 지급할 전기차의 차량 모델들을 공개했습니다. 논란이 됐던 인플레이션감축법에 따른 건데 예상대로 한국 기업들이 만든 전기차는 모두 빠졌습니다. 미국은 반도체에 지급할 보조금에 대해서도 높은 기준을 내놨,https://n.news.naver.com/mnews/article/056/0011467649?sid=101
2269,"美, IRA 전기차 보조금 차종 발표… 현대·기아차 모두 빠졌다",,대전일보,2023.04.18,미국 정부가 인플레이션 감축법(IRA)에 따라 최대 7500달러의 보조금 혜택을 받을 수 있는 16개 전기차(하위 모델 포함 22개) 대상 차종을 발표했다. 현대와 기아차의 전기차는 모두 제외됐다. 미 재무부는 17,https://n.news.naver.com/mnews/article/656/0000048284?sid=101
2270,"美, 전기차 보조금 16개 차종 발표…현대차·기아는 빠졌다",,블로터,2023.04.18,"조 바이든 행정부가 인플레이션감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지급하는 16개 전기차 대상 차종을 발표했다. 현대차와 기아의 전기차를 포함한 한국, 독일, 일본 브랜드는 요건을 충족하지 ",https://n.news.naver.com/mnews/article/293/0000043488?sid=101
2271,美 전기차 보조금 대상 차종 공개…현대차·기아 모두 빠져,,연합뉴스TV,2023.04.18,"미국이 인플레이션 감축법에 따라 보조금을 지급하는 전기차 차종을 최종 발표했습니다. 현대차와 기아차 모델은 모두 제외됐는데, 그렇게 나쁜 상황은 아니라는 반응입니다. 워싱턴 김경희 특파원입니다. [기자] 미국 재무부",https://n.news.naver.com/mnews/article/422/0000594398?sid=101
2272,'美 전기차 보조금 제외' 현대차·기아 주가도 빠질까[투자360],,헤럴드경제,2023.04.18,미국 정부의 전기차 보조금 대상에서 우리나라의 현대차와 기아가 제외됐다. 올 들어 상승가도를 달리다 최근 조정세를 보이고 있는 현대차·기아 주가에 하방 요인이 될 수 있다는 우려가 나온다. 미국 정부는 17일(현지시,https://n.news.naver.com/mnews/article/016/0002131549?sid=101
2273,"미국, 전기차 보조금 지급 차종 발표…현대·기아차는 보조금 없어",,JTBC,2023.04.18,미국이 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러(우리나라 돈으로 약 990만원)의 보조금을 지급하는 전기차 차종을 발표했습니다. 우리나라의 현대차와 기아차는 명단에 포함되지 않았습니다. 현지시간,https://n.news.naver.com/mnews/article/437/0000339688?sid=101
2274,"""현대차·기아 한 푼도 안준다""…테슬라·GM 신났네",,SBS Biz,2023.04.18,"미국 정부가 인플레이션 감축법, IRA 세부 지침에 따라 최대 7천500달러, 우리 돈 천만원의 보조금을 지급하는 16개 전기차 대상 차종을 발표했습니다. 현대차와 기아의 전기차는 강화된 배터리 요건을 충족하지 못해",https://n.news.naver.com/mnews/article/374/0000331995?sid=101
2275,'IRA 전기차 보조금 제외' 악재에 현대차-기아 약세,,파이낸셜뉴스,2023.04.18,"현대차와 기아가 미국 인플레이션 감축법(IRA) 보조금 지급대상 차종에서 제외되면서 동반 하락중이다. 18일 코스피 시장에서 현대차와 기아는 10시 15분 현재 각각 2.92%, 3.31% 하락세를 기록중이다. 두 ",https://n.news.naver.com/mnews/article/014/0004998555?sid=101
2276,"美, 전기차 보조금 16개 차종 공개…현대차·기아 모두 빠져",,채널A,2023.04.18,미국 정부가 현지시간 17일 '인플레이션 감축법(IRA)' 세부 지침에 따라 최대 7500달러 보조금을 지급하는 16개 전기차(하위 모델 포함 22개) 대상 차종을 발표했습니다. 미국 재무부가 발표한 보조금 지급 대,https://n.news.naver.com/mnews/article/449/0000247885?sid=101
2277,"현대車·기아 ""올 것이 왔다""…머스크만 신났네",,한국경제TV,2023.04.18,"미국 정부의 전기차 보조금 제외가 결정된 현대차·기아의 주가가 장 초반 하락세다. 18일 한국거래소에 따르면 9시 22분 기준 현대차와 기아는 각각 17일 대비 2.76%, 3.31% 내린 가격에 거래 중이다. 앞서",https://n.news.naver.com/mnews/article/215/0001096071?sid=101
2278,보조금 대상서 빠진 '한국 전기차'…투자금 쓸어담는 미국,,JTBC,2023.04.18,"미국의 더 엄격해진 인플레이션 감축법 세부지침에 따라 보조금을 받을 수 있는 전기차들이 발표됐습니다. 그런데, 한국차는 모두 빠졌고, 16개 대상 차종엔 미국차들만 포함됐습니다. 오늘(18일)의 첫소식, 워싱턴에서 ",https://n.news.naver.com/mnews/article/437/0000339699?sid=101
2279,"'잇따른 수상' 현대차그룹, 방심할 틈 없어… 美 IRA 후속조치 만전",,머니S,2023.04.18,'세계 올해의 차' 2년 연속 선정된 현대차 한국의 자동차 수출을 이끄는 현대자동차그룹이 최대실적을 거두면서 승승장구하고 있다. 지난 3월 국내 주요 15대 수출품목 중 자동차가 월 수출액 65억달러(약 8조5962,https://n.news.naver.com/mnews/article/417/0000913661?sid=101
2280,"현대차 ""보조금 제외 관련해 세 가지 대응 방안 마련""",,YTN,2023.04.18,"현대차와 기아의 전기차가 미국 정부의 보조금 지급 대상에서 제외된 것과 관련해 현대차그룹은 이미 예상했고, 최악은 아니라고 본다면서 세 가지 방향으로 대응을 준비하고 있다고 밝혔습니다. 우선 오는 2025년 완공 예",https://n.news.naver.com/mnews/article/052/0001874588?sid=101
2281,[글로벌 비즈] 美 전기차 보조금 차종 발표…현대차·기아 명단서 빠져,,SBS Biz,2023.04.18,"■ 모닝벨 '글로벌 비즈' - 임선우 외신캐스터 글로벌 비즈입니다. ◇ 현대차·기아 전기차 보조금 못 받는다 전기차 선두, 테슬라가 계속해서 전기차 가격 전쟁에 불을 붙이고 있죠. 얼마나 더 생산 단가를 낮추고, 저",https://n.news.naver.com/mnews/article/374/0000331997?sid=101
2282,"美, 전기차 세액공제 대상 22개 차종 발표…현대·기아차는 모두 제외(종합)",,뉴스1,2023.04.18,김현 특파원 = 미국 정부가 17일(현지시간) 인플레이션감축법(IRA) 세부 지침에 따라 최대 7500달러의 세액공제 혜택을 받을 수 있는 전기차 대상 차종을 새롭게 발표한 가운데 예상대로 한국에서 대부분의 전기차를,https://n.news.naver.com/mnews/article/421/0006753199?sid=101
2283,"美, 전기차 보조금 대상에 현대·기아 제외",,경기일보,2023.04.18,"이미지투데이 현대차, 기아가 미국 정부의 전기차 보조금 대상에서 제외됐다. 18일 연합뉴스 보도에 따르면 미국 재무부 ",https://n.news.naver.com/mnews/article/666/0000009008?sid=101
2284,美전기차 보조금 제외 현대차·기아 주가 하락,,강원도민일보,2023.04.18,미국 정부의 보조금 지급 대상에서 현대차와 기아의 전기차가 제외됐다는 소식에 주가가 하락했다. 18일 오전 9시 14분 현재 유가증권시장에서 현대차는 전 거래일보다 2.26% 하락한 19만600원에 거래되고 있다. ,https://n.news.naver.com/mnews/article/654/0000037883?sid=101
2285,"현대차·기아 빠지고 테슬라는 있다… 美, 전기차 세액공제 대상 16개 차종 발표",,머니S,2023.04.18,미국 정부가 인플레이션감축법(IRA) 세부 지침에 따라 최대 7500달러(약 990만원)의 세액공제 혜택을 받을 수 있는 전기차 대상 차종을 지난 17일(현지시각) 새롭게 발표했지만 한국서 대부분의 전기차를 생산하고,https://n.news.naver.com/mnews/article/417/0000913682?sid=101
2286,美 IRA '보조금 제외' 후폭풍…현대차·기아 장초반 '약세',,시사저널,2023.04.18,최대 7500달러 보조금 지급 대상서 현대차·기아 제외 현대차와 기아의 전기차가 미국 정부의 인플레이션감축법(IRA) 세부 지침에 따른 보조금 지급 대상에서 제외됐다는 소식에 18일 장 초반 약세를 보이고,https://n.news.naver.com/mnews/article/586/0000056156?sid=101
2287,"美, 전기차 보조금 16개 차종 공개…현대차·기아는 모두 빠져(종합2보)",,연합뉴스,2023.04.18,"현대차, 앨라배마 조립 GV70 전기차는 중국산 배터리 탑재해 제외돼 백악관, IRA 전기차 보급 추가 대책도 내놔…우버도 동참 김경희 특파원 = 미국 정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 지침에",https://n.news.naver.com/mnews/article/001/0013886386?sid=101
2288,"""테슬라만 신났네"" 결국 현대차·기아 보조금 혜택 제외",,뉴스1,2023.04.18,박형기 기자 김현 특파원 = 미국 정부가 인플레이션 감축법(IRA) 세부지침에 따라 최대 7500달러(약 990만원)의 보조금을 지급하는 전기차 차종이 모두 공개됐다. 미 재무부와 에너지부 등은 17일(현지시간) 세,https://n.news.naver.com/mnews/article/421/0006753342?sid=101
2289,"현대차·기아, 美 보조금 제외 소식에 동반하락 [투자360]",,헤럴드경제,2023.04.18,현대차와 기아의 전기차가 미국 정부의 보조금 지급 대상에서 제외됐다는 소식에 18일 주가가 하락했다. 이날 오전 9시 14분 현재 유가증권시장에서 현대차는 전 거래일보다 2.26% 하락한 19만600원에 거래되고 있,https://n.news.naver.com/mnews/article/016/0002131608?sid=101
2290,"아이오닉5·EV6 질주…현대차그룹 전기차, 해외 판매 93% 급증",,중앙일보,2023.04.17,"현대자동차그룹이 아이오닉5, EV6 등 주력 차종의 판매 호조에 힘입어 올해 1분기 해외 시장에서 전기차 판매량 10만 대를 돌파했다. 17일 현대차와 기아에 따르면 지난 1∼3월 양사 합산 글로벌 전기차 판매량은 ",https://n.news.naver.com/mnews/article/025/0003273714?sid=101
2291,"美, IRA 전기차 보조금 16개차종 공개…현대차·기아 제외",,아시아경제,2023.04.18,"조 바이든 미국 행정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지원하는 16개 전기차 대상 차종을 발표했다. 예상대로 현대차와 기아를 비롯한 한국, 독일, 일본 ",https://n.news.naver.com/mnews/article/277/0005246751?sid=101
2292,"미, 전기차 보조금수령 16개 차종 발표…현대·기아차는 빠져",,노컷뉴스,2023.04.18,"핵심요약 앨라배마 조립 GV70, 중국 배터리 탑재해 제외 미국 인플레이션감축법(IRA)에 의한 전기차 보조금 지급 대상 차량 16개에서 현대차와 기아차의 전기차는 제외됐다. 미 재무부는 17일(현지시간) 7500달",https://n.news.naver.com/mnews/article/079/0003760333?sid=101
2293,美 '최대 990만원' 전기차 보조금 16개 차종 발표…현대·기아차 없다,,중앙일보,2023.04.18,미국 정부는 17일(현지시간) 최대 7500달러의 보조금을 지급하는 16개 전기차 대상 차종을 발표했다. 현대차와 기아의 전기차는 대부분 국내에서 생산돼 미국에 수출되기 때문에 보조금 지급 대상에서 모두 빠졌다. 인,https://n.news.naver.com/mnews/article/025/0003273841?sid=101
2294,"현대차-비야디, '하이브리드 왕국' 일본서 전기차 한판 붙는다 [biz-플러스]",,서울경제,2023.04.17,현대차(005380)와 세계 최대 전기차 업체인 중국 비야디(BYD)가 일본 전기차 시장을 두고 선점 경쟁에 나섰다. 아직 판매량은 적지만 전동화 전환이 늦은 일본에서 전기차 메이커로의 입지를 선제적으로 다지겠다는 ,https://n.news.naver.com/mnews/article/011/0004179657?sid=101
2295,"美, 전기차 보조금 16개 차종 공개…현대차·기아는 모두 빠져",,연합뉴스,2023.04.17,"백악관, IRA 전기차 보급 추가 대책도 내놔…우버도 동참 김경희 특파원 = 미국 정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7천500달러의 보조금을 지급하는 16개 전기차 대상 차종",https://n.news.naver.com/mnews/article/001/0013886361?sid=101
2296,"""아직도 수입 디젤차 타는 사람 있나요""…수입차도 전기차 시대",,파이낸셜뉴스,2023.04.17,국내 수입차 시장에서도 친환경 바람이 거세게 불면서 경유(디젤차) 승용차 판매 대수가 빠른 속도로 줄어들고 있다. 올해는 수입 경유차의 판매 점유율이 한 자릿수까지 떨어질 것이란 관측이 나온다. 수입차 업체들도 경유,https://n.news.naver.com/mnews/article/014/0004998209?sid=101
2297,"美, 전기차 보조금 대상 16개 차종 명단 공개…현대차·기아 제외",,더팩트,2023.04.18,"바이든 행정부, IRA 전기차 보급 추가 대책 발표 한국·독일·일본 브랜드 모두 보조금 명단서 빠져 미국 정부가 인플레이션 감축법(IRA) 세부 지침에 따른 최대 7500달러 보조금 지급 대상 전기차 명단을 발표했다",https://n.news.naver.com/mnews/article/629/0000212211?sid=101
2298,"현대차·기아차, 미국 전기차 보조금 못 받는다...""미국 차만 수혜""",,한국일보,2023.04.18,"미국 정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7,500달러(약 1,000만 원)의 보조금을 지급하는 16개 전기차 대상 차종을 발표했다. 현대차와 기아의 전기차는 예상대로 모두 빠",https://n.news.naver.com/mnews/article/469/0000734631?sid=101
2299,"현대차·기아, 전기차 보조금 차종 제외…모두 美 브랜드",,이데일리,2023.04.18,현대차와 기아의 전기차가 인플레이션 감축법(IRA) 세부 지침에 따른 보조금 대상 명단에 들지 못했다. 배터리 요건이 엄격해지면서 대상 차종이 크게 줄었다. 미국 재무부는 17일(현지시간) IRA 세부 지침에 따라 ,https://n.news.naver.com/mnews/article/018/0005466011?sid=101
2300,"현대차·기아, 美 전기차 보조금 못 받는다",,뉴시스,2023.04.18,"기사내용 요약 美, 전기차 보조금 지원대상 16개 차종 공개 백악관, IRA 전기차 보급 추가 대책도 발표 [서울=뉴시스] 김예진 기자 = 조 바이든 미국 행정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 ",https://n.news.naver.com/mnews/article/003/0011808636?sid=101
2301,현대차·기아 美 전기차 보조금 대상서 모두 제외…지원대상 16개 차종 공개,,문화일보,2023.04.18,기존보다 강화된 배터리 요건 탓에 지원대상서 빠져 북미 공장 운영 중인 닛산 등도 명단서 제외 미국 정부는 17일(현지 시간) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지급하는 16개,https://n.news.naver.com/mnews/article/021/0002567094?sid=101
2302,美 전기차 보조금 대상 16개 확정…현대·기아 제외,,국민일보,2023.04.18,미국 인플레이션 감축법(IRA) 세부 지침에 따라 보조금을 일부 혹은 전액 받을 수 있는 16개 전기차(하위 모델 포함 22개) 대상 차종이 확정됐다. 북미산 조립 요건 외에 배터리 및 광물 요건도 모두 충족해야 해,https://n.news.naver.com/mnews/article/005/0001601993?sid=101
2303,"미, 전기차 보조금 16개 차종 발표…현대차·기아는 제외",,KBS,2023.04.18,미국 정부가 현지 시간 17일 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7천 500달러의 보조금을 지급하는 16개 전기차 대상 차종을 발표했습니다. 현대차와 기아의 전기차는 예상대로 대부분 국내에서 생산돼 ,https://n.news.naver.com/mnews/article/056/0011467448?sid=101
2304,미 전기차 보조금 현대·기아차 모두 빠져...세부 지침 발표,,파이낸셜뉴스,2023.04.18,미국 정부가 17일(이하 현지시간) 공개한 전기차 보조금 지급 기준 세부 기준에 따른 보조금 지급 대상 차종에서 현대차와 기아차는 모두 빠졌다. 현대차의 앨라배마 공장에서 조립하는 GV70은 미국에서 생산됨에도 불구,https://n.news.naver.com/mnews/article/014/0004998374?sid=101
2305,"현대차그룹, 올 1분기 해외 전기차 판매 10만대 넘었다",,이데일리,2023.04.17,현대자동차그룹이 올 1분기 해외시장에서 10만대가 넘는 전기차를 판매한 것으로 나타났다. 2030년까지 글로벌 전기차 ‘톱 3’에 진입한다는 목표를 달성하기 위해 시장 확장에 속도를 내는 모습이다. 17일 현대차·기,https://n.news.naver.com/mnews/article/018/0005465754?sid=101
2306,美 현대차·기아 보조금 진짜 안준다…테슬라만 신났다,,SBS Biz,2023.04.18,미국 정부가 공개한 전기차 보조금 지급 대상 차종에서 현대차와 기아가 모두 빠졌습니다. 17일(현지시간) 월스트리트저널(WSJ)에 따르면 미국 정부는 이날 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7천500,https://n.news.naver.com/mnews/article/374/0000331966?sid=101
2307,"미, 전기차 보조금 22개 차종 공개…현대차 · 기아 모두 빠져",,SBS,2023.04.18,미국 정부가 지난달 말 발표한 인플레이션 감축법 세부 지침에 따라 이달 오늘(18일)부터 인도되는 차량 가운데 보조금 지급대상이 되는 22개 전기차 대상 차종을 발표했습니다. 인플레이션 감축법은 북미에서 최종 조립된,https://n.news.naver.com/mnews/article/055/0001051225?sid=101
2308,미국 전기차 보조금 대상 확정…현대·기아 제외,,경향신문,2023.04.18,미국 정부가 17일(현지 시간) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지급하는 16개 전기차 대상 차종을 발표했다. 현대차와 기아의 전기차는 보조금 지급 대상에서 모두 제외됐다. ,https://n.news.naver.com/mnews/article/032/0003217952?sid=101
2309,"현대차그룹, 1분기 전기차 해외판매 10만대 돌파",,문화일보,2023.04.17,작년비 내수 36%·해외 93%↑ 아이오닉5·EV6 각 2만대 호조 보조금 확정·브랜드 입지 강화 올목표 58만8000대 달성 무난 2030년엔 글로벌 ‘톱3’ 로 도약 2030년까지 전기차 분야에서 24조 원 투자,https://n.news.naver.com/mnews/article/021/0002566977?sid=101
2310,'테슬라만 신났다' 美 전기차 보조금 차종 공개…현대·기아는 아웃,,서울경제,2023.04.18,"미국 정부가 인플레이션 감축법(IRA) 세부지침에 따라 최대 7,500달러의 보조금을 지급하는 16개 전기차 차종을 공개했다. 북미산 조건에 이어 배터리 요건이 추가되면서 대상 차종이 크게 줄어든 가운데 테슬라는 모",https://n.news.naver.com/mnews/article/011/0004180119?sid=101
2311,"美, 전기차 보조금 16개 차종 공개...현대차·기아는 빠져",,YTN,2023.04.18,"미국이 인플레이션 감축법에 따라 전기차 보조금이 지급되는 16개 차종을 발표했습니다. 예상대로 현대차와 기아는 모두 빠졌지만, 혜택을 받는 차량이 전반적으로 줄어들어 나쁜 상황은 아니라는 분석이 나오고 있습니다. 보",https://n.news.naver.com/mnews/article/052/0001874498?sid=101
2312,전기차 보조금 대상 발표‥현대·기아차 제외,,MBC,2023.04.18,"미국 정부가 인플레이션 감축법에 따라 최대 7천5백 달러의 보조금 혜택을 받을 수 있는, 전기차 차종을 발표했습니다. 예상대로 현대와 기아차의 전기차는 모두 제외됐습니다. 워싱턴 김수진 특파원입니다. ◀ 리포트 ▶ ",https://n.news.naver.com/mnews/article/214/0001266962?sid=101
2313,"""현대차·기아, 한푼도 없다""…미국차만 IRA 보조금 지급 '비상'",,한국경제,2023.04.18,"미국 정부가 인플레이션 감축법(IRA)에 따라 보조금을 주는 전기차 범위를 대폭 줄였다. 배터리 요건을 맞추지 못한 한국과 일본, 독일 차량은 모두 제외시켰고 미국산 브랜드 차량만 일단 보조금 대상에 포함시켰다. 현",https://n.news.naver.com/mnews/article/015/0004833894?sid=101
2314,"현대차그룹 전기차 해외판매, 1분기 93% 늘어 10만대 돌파",,서울경제,2023.04.17,현대자동차그룹이 주력 전기차(EV) 모델의 판매 호조에 힘입어 올 1분기 해외시장 전기차 판매량 10만 대를 넘어섰다. 17일 현대차(005380)와 기아(000270)에 따르면 두 회사의 합산 1~3월 글로벌 전기,https://n.news.naver.com/mnews/article/011/0004179870?sid=101
2315,"""車업계 비수기인데""…현대차, '아이오닉5' 질주에 깜짝 전망",,한국경제,2023.04.17,현대차그룹의 해외 전기차 판매량이 올해 1분기 10만대를 돌파했다. 1분기가 전기차 비수기임에도 불구하고 현대차 주력 전기차종 '아이오닉5'는 전년 동기 대비 해외 판매량이 배로 늘어난 것으로 집계됐다. 2030년까,https://n.news.naver.com/mnews/article/015/0004833613?sid=101
2316,"현대차·기아, 상업용 전기차로 美 'IRA 장벽' 뚫었다",,한국경제,2023.04.17,현대자동차그룹이 미국 인플레이션 감축법(IRA)을 정면 돌파하기 위해 리스·렌터카 등 상업용 전기차 판매 비중을 대폭 높이고 있다. 이에 힘입어 올해 1분기 해외 시장에서 현대차·기아의 전기차 판매량은 분기 사상 처,https://n.news.naver.com/mnews/article/015/0004833736?sid=101
2317,"미, 전기차 보조금 16개 차종 발표…현대차·기아는 빠져",,한겨레,2023.04.18,미국 재무부는 17일(현지시각) 인플레이션 감축법(IRA) 세부 지침에 따라 최대 7500달러의 보조금을 지급하는 16개 전기차 대상 차종을 발표했다. 현대차와 기아의 전기차는 예상대로 보조금 지급 대상에 들지 못했,https://n.news.naver.com/mnews/article/028/0002636166?sid=101
2318,"미, 전기차 보조금 대상 축소…현대·기아 등 외국차 제외",,SBS,2023.04.18,"미국 정부가 인플레이션 감축법에 따라 보조금을 받게 되는 22개 차종을 공개했습니다. 일단 우리 현대차는 강화된 배터리 요건을 맞추지 못해 혜택을 받지 못할 걸로 보입니다만, 닛산과 BMW 같은 제조사도 보조금 지급",https://n.news.naver.com/mnews/article/055/0001051252?sid=101
2319,"현대차그룹, 전기차 해외판매 13만대… 전년 2배",,디지털타임스,2023.04.17,현대자동차그룹이 아이오닉5와 EV6 등 주력 모델의 선전에 힘입어 올 1분기 10만대 이상의 전기차를 해외시장에서 팔았다. 현대차그룹은 2030년까지 24조원을 투자해 새 전기차 공장을 만드는 등 국내 전기차 생산능,https://n.news.naver.com/mnews/article/029/0002794985?sid=101
2320,"현대차그룹, 올 1분기 글로벌 전기차 판매 10만대 돌파",,노컷뉴스,2023.04.17,현대자동차그룹이 올해 1분기 글로벌 시장에서 전기차 판매량 10만대를 돌파했다. 17일 현대차·기아에 따르면 지난 1~3월 양사 합산 글로벌 전기차 판매량은 13만 5499대로 전년 동기(9만 5027대) 대비 49,https://n.news.naver.com/mnews/article/079/0003759861?sid=101
2321,[자막뉴스] 현대차·기아 모두 빠졌다...美 발표에 '비상',,YTN,2023.04.18,"미국 재무부가 발표한 보조금 대상 전기차에는 최대 7천500달러의 보조금이 지급됩니다. 모두 16개 차종이 선정됐는데 테슬라의 모델3와 모델Y, 쉐보레의 볼트와 이쿼녹스, 포드의 E-트랜짓과 머스탱 등 대부분 미국차",https://n.news.naver.com/mnews/article/052/0001874505?sid=101
2322,"미국 정부, 전기차 보조금 지급 대상 16개 차종 발표‥ 현대·기아 제외",,MBC,2023.04.18,미국 정부의 인플레이션 감축법에 따른 전기차 보조금 지급 대상에서 현대와 기아자동차가 예상대로 제외됐습니다. 미국 정부는 현지시간 17일 인플레이션 감축 법 세부 지침에 따라 최대 7천5백달러의 보조금을 지급하는 1,https://n.news.naver.com/mnews/article/214/0001266951?sid=101
2323,"현대·기아차 보조금 못 받는다…미국, 보조금 전기차 16종 공개",,MBN,2023.04.18,"미국 정부가 인플레이션감축법에 따라 보조금을 주는 차종을 공개했습니다. 테슬라, 포드, 쉐보레 등 미국 업체의 차종 16대만 보조금을 받을 수 있는데, 국내 브랜드인 현대차와 기아는 제외됐습니다. 보도에 장명훈 기자",https://n.news.naver.com/mnews/article/057/0001736356?sid=101
2324,"현대차·기아, 1분기 전기차 해외판매 93% ↑…글로벌 '톱3'로 순항",,뉴스1,2023.04.17,현대차·기아의 올해 1분기 해외시장 전기차 판매량이 10만대를 돌파했다. 17일 현대차그룹에 따르면 현대차(005380)·기아(000270)의 올해 1~3월 글로벌 전기차 판매량은 13만5499대로 집계됐다. 이는 ,https://n.news.naver.com/mnews/article/421/0006751481?sid=101
2325,"현대차, 올 1분기 해외시장 전기차 10만대 넘게 팔았다",,데일리안,2023.04.17,현대자동차그룹이 올해 1분기 해외시장에서 전기차를 10만대 넘게 판매한 것으로 나타났다. 17일 현대차·기아에 따르면 지난 1~3월 양사 글로벌 전기차 판매량을 합하면 13만5499대로 전년 동기(9만5027대) 대,https://n.news.naver.com/mnews/article/119/0002703255?sid=101
2326,"현대차그룹, 올해 1분기 전기차 해외판매 10만대 돌파···전년 대비 50% 성장",,경향신문,2023.04.17,"현대자동차그룹이 올해 1분기 해외에서 전기차를 10만대 넘게 팔았다. 지난해 같은 기간 대비 약 50% 늘어난 수치다. 현대차의 아이오닉 5, 기아의 EV6가 성장세를 이끌었다. 국내보다는 해외에서 성장률이 높았다.",https://n.news.naver.com/mnews/article/032/0003217710?sid=101
2327,현대·기아차는 보조금 못 받는다…美 전기차 보조금 명단 발표,,매일신문,2023.04.18,"미국 정부는 17일(현지시간) 인플레이션 감축법(IRA) 세부 지침에 따른 7천500달러 보조금 지급 16개 전기차 대상 차종을 발표했다. 현대차, 기아차 등은 제외됐다. 세액공제 형태로 보조금을 받을 수 있는 차종",https://n.news.naver.com/mnews/article/088/0000809395?sid=101
2328,"추경호 ""유류세 인하 연장하기로 협의…민생 부담 고려""",,머니투데이,2023.04.17,"정부와 여당이 이달 말 종료 예정인 '유류세 인하 조치'를 연장하기로 했다. 추경호 부총리 겸 기획재정부 장관은 17일 국회 기획재정위원회 전체회의에 출석해 유류세 인하 조치와 관련 ""민생 부담을 고려해 연장하는 것",https://n.news.naver.com/mnews/article/008/0004875975?sid=101
2329,"유류세 인하 놓고 ""세수냐 물가냐"" 정부 딜레마",,TV조선,2023.04.18,"요즘 기름값 그야말로 고공행진을 하고 있습니다. 4월 둘째주 전국 휘발유 평균 판매가격은 보시는 것처럼 1리터에 1631.1원, 경유는 1534.3원까지 올랐습니다. 주요 산유국들이 원유 추가 감산을 결정하면서 국제",https://n.news.naver.com/mnews/article/448/0000405220?sid=101
2330,"재정건전성과 민생부담 사이, 유류세·공공요금 딜레마에 갇힌 정부",,헤럴드경제,2023.04.18,"정부가 재정건전성과 민생부담 사이에서 딜레마에 빠졌다. 유류세는 세수 측면에서, 공공요금은 한국전력공사 재정건전성 등에서 마찰음을 내고 있지만, 고물가 속 국민 부담도 외면할 수 없기 때문이다. 다만, 유류세와 공공",https://n.news.naver.com/mnews/article/016/0002131589?sid=101
2331,6천명 설문조사?…표류하는 근로시간 개편안,,SBS Biz,2023.04.18,"'주 최대 69시간 근무'로 논란을 빚은 정부의 근로시간 개편을 위한 법 개정안이 표류 위기에 처했습니다. 정부가 국민 6천명을 대상으로 의견수렴에 나서기로 하면서, 다시 법 논의가 원점으로 돌아갔습니다. 이 가운데",https://n.news.naver.com/mnews/article/374/0000331996?sid=101
