moviecode,ott,title,title_en,title_ori,showTm,genre,grade,peopleNm,sale,audi,screen,openDt,staff_cnt,평점,direc_grade
20189761,[],터닝메카드W: 반다인의 비밀 특별판,Turning Mecards W: Secret of Bandain,,75,애니메이션,전체관람가,홍헌표,295234900,38909,275,2018-02-08,100,8.4,2
20170841,"['티빙', '웨이브']",리틀 포레스트,Little Forest,,103,드라마,전체관람가,임순례,72478457772,9149538,3497,2018-02-28,265,8.4,7
20170669,"['왓챠', '티빙', '웨이브']",지금 만나러 갑니다,Be With You,,131,멜로/로맨스,12세이상관람가,이장훈,1.65E+11,20554061,4911,2018-03-14,312,8,9
20172244,['웨이브'],치즈인더트랩,Cheese in the Trap,,116,"멜로/로맨스,스릴러",15세이상관람가,김제영,5075094600,612868,872,2018-03-14,235,6.1,4
20181561,"['왓챠', '넷플릭스', '티빙', '웨이브']",덕구,Stand by Me,,91,드라마,전체관람가,방수인,21798841700,2865372,1724,2018-04-05,178,8.7,5
20180804,"['왓챠', '넷플릭스', '티빙', '웨이브']",곤지암,GONJIAM: Haunted Asylum,,94,"공포(호러),스릴러",15세이상관람가,정범식,1.35E+11,16944901,4008,2018-03-28,310,5.1,9
20154908,"['왓챠', '넷플릭스', '티빙', '웨이브']",7년의 밤,Seven Years of Night,,123,"스릴러,드라마",15세이상관람가,추창민,18925624220,2513152,1903,2018-03-28,546,5.3,6
20153447,"['넷플릭스', '웨이브']",바람 바람 바람,What a Man Wants,,100,코미디,청소년관람불가,이병헌,52220697824,6377610,2995,2018-04-05,326,6.3,10
20182530,"['왓챠', '넷플릭스', '티빙', '웨이브']",극한직업,Extreme Job,,111,코미디,15세이상관람가,이병헌,1.29E+12,150477890,11031,2019-01-23,518,7.4,10
20165045,"['티빙', '웨이브']",머니백,Snatch Up,,100,"액션,드라마",15세이상관람가,허준형,1187224400,150310,957,2018-04-12,238,6.6,3
20175046,[],파파 오랑후탄,PAPA ORANGHUTAN,,83,다큐멘터리,12세이상관람가,장재혁,38427000,5075,7,2018-04-19,42,9.2,3
20179383,"['넷플릭스', '티빙', '웨이브']",독전,Believer,,123,"범죄,액션",15세이상관람가,이해영,3E+11,34837542,6357,2018-05-22,425,6.6,10
20137048,"['왓챠', '넷플릭스', '티빙', '웨이브']",국제시장,Ode to My Father,,126,드라마,12세이상관람가,윤제균,1.11E+11,14262766,1,2014-12-17,548,7.1,10
20183802,[],내 엄마의 친구,,,80,멜로/로맨스,청소년관람불가,이진명,1292000,239,20,2018-05-17,9,10,1
20182583,[],정사 : 아내의 친구,,,70,멜로/로맨스,청소년관람불가,조태호,758000,128,20,2018-05-17,36,1,1
20172469,['넷플릭스'],허스토리,Herstory,,120,드라마,12세이상관람가,민규동,18635967492,2489393,1797,2018-06-27,247,9,6
20174369,"['넷플릭스', '티빙', '웨이브']",변산,Sunset in My Hometown,,122,드라마,15세이상관람가,이창재,18254091815,2214544,2025,2018-07-04,379,8.4,8
20184101,"['왓챠', '티빙', '웨이브']",여중생A,Student A,,114,드라마,12세이상관람가,이경섭,3707357500,444205,1074,2018-06-20,172,7.9,4
20180282,"['왓챠', '티빙', '웨이브']",속닥속닥,The Whispering,,91,"공포(호러),미스터리",15세이상관람가,최상훈,5223901300,594833,710,2018-07-13,112,3.9,4
20185242,['넷플릭스'],신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,,67,"애니메이션,판타지,어드벤처",전체관람가,김병갑,26942931000,3642183,2011,2018-07-25,190,7.6,6
20187682,['왓챠'],해적왕 작스톰,Zak Storm,,81,애니메이션,전체관람가,필립 귀엔,80059900,10030,128,2018-07-25,0,7.8,2
20179101,"['왓챠', '넷플릭스', '티빙', '웨이브']",공작,The Spy Gone North,,137,드라마,12세이상관람가,윤종빈,2.63E+11,30550000,5202,2018-08-08,465,8.4,10
20153446,"['넷플릭스', '왓챠', '티빙', '웨이브']",너의 결혼식,On Your Wedding Day,,110,멜로/로맨스,12세이상관람가,이석근,1.64E+11,19459167,4373,2018-08-22,241,7.4,9
20177537,"['넷플릭스', '왓챠', '티빙', '웨이브']",상류사회,High Society,,119,드라마,청소년관람불가,변혁,28944538265,3521392,2460,2018-08-29,307,4.1,6
20189161,[],꽃찌: 독이 있는 사랑,Poisonous love,,87,드라마,청소년관람불가,김문옥,2286000,1133,3,2018-08-23,40,9.9,1
20188501,[],미친도시,,,124,드라마,15세이상관람가,장태령,23671000,3128,7,2018-08-30,31,9,2
20156554,"['왓챠', '넷플릭스', '웨이브']",물괴,Monstrum,,105,"액션,사극",15세이상관람가,허종호,29436443870,3480628,2530,2018-09-12,729,5.3,6
20172204,"['넷플릭스', '왓챠', '티빙', '웨이브']",명당,FENGSHUI,,126,사극,12세이상관람가,박희곤,1.13E+11,13138419,3282,2018-09-19,441,6.7,8
20189746,"['왓챠', '웨이브']",극장판 뽀잉: 슈퍼 변신의 비밀,"Boing, The Secret of Super Transformation",,72,애니메이션,전체관람가,정미화,981119500,126688,618,2018-09-20,139,9.7,2
20167903,[],원더풀 고스트,THE SOUL-MATE,,96,"코미디,드라마,범죄",12세이상관람가,조원희,17945045400,2168325,843,2018-09-26,188,7.6,5
20174981,"['넷플릭스', '웨이브']",창궐,Rampant,,121,"사극,액션",15세이상관람가,이성관,61271159424,7323071,3602,2018-10-25,581,5.7,1
20177538,"['왓챠', '넷플릭스', '티빙', '웨이브']",완벽한 타인,Intimate Strangers,,115,"드라마,코미디",15세이상관람가,이재규,3.4E+11,40529601,6672,2018-10-31,451,7.5,10
20170513,"['왓챠', '넷플릭스', '티빙', '웨이브']",동네사람들,Ordinary People,,99,"액션,스릴러",15세이상관람가,임진순,10526683986,1261511,1711,2018-11-07,199,5.4,5
20184481,"['넷플릭스', '왓챠', '티빙', '웨이브']",성난황소,Unstoppable,,115,"범죄,액션",15세이상관람가,김민호,47135955547,5616663,3259,2018-11-22,395,6.3,7
20179230,"['티빙', '웨이브']",도어락,Door Lock,,102,"스릴러,드라마",15세이상관람가,이권,44263719668,5376917,2838,2018-12-05,263,6.1,7
20183050,[],번 더 스테이지: 더 무비,Burn the Stage: the Movie,,82,기타,전체관람가,박준수,9853862800,1161064,603,2018-11-15,51,9.2,5
20193275,[],브링 더 소울 : 더 무비,BRING THE SOUL : THE MOVIE,,101,기타,전체관람가,박준수,8077823190,935389,1152,2019-08-07,1,9.1,5
20176251,"['넷플릭스', '왓챠', '티빙']",내안의 그놈,The Dude in Me,,122,"판타지,코미디",15세이상관람가,김유성,1.02E+11,11946042,3693,2019-01-09,251,7.6,4
20183650,"['왓챠', '티빙', '웨이브']",번개맨의 비밀,,,68,"가족,뮤지컬",전체관람가,강유선,675633950,85912,489,2018-12-06,172,6,3
20183745,[],런닝맨 : 풀룰루의 역습,Running Man,,66,애니메이션,전체관람가,윤준상,5166269400,678144,1053,2018-12-05,176,5.9,4
20170658,"['왓챠', '넷플릭스', '티빙']",PMC: 더 벙커,Take Point,,124,액션,15세이상관람가,김병우,50021058109,5978115,2979,2018-12-26,572,5.3,7
20183785,['왓챠'],점박이 한반도의 공룡2 : 새로운 낙원,,,93,애니메이션,전체관람가,한상호,15331641350,1955645,1697,2018-12-25,490,8.4,5
20180868,"['넷플릭스', '왓챠', '티빙', '웨이브']",뺑반,Hit-and-Run Squad,,133,"범죄,액션",15세이상관람가,한준희,52632358281,6351393,3193,2019-01-30,540,6.3,8
20176442,"['넷플릭스', '웨이브']",자전차왕 엄복동,Race to Freedom : Um Bok Dong,,116,드라마,12세이상관람가,김상철,5055955260,667624,1161,2019-02-27,433,4.6,1
20198465,[],가슴 큰 여자친구,,,71,멜로/로맨스,청소년관람불가,준세,978000,189,20,2019-03-08,0,6.6,1
20197846,"['티빙', '웨이브']",악질경찰,Jo Pil-ho: The Dawning Rage,,127,"범죄,드라마",청소년관람불가,이정범,8379152642,968506,1835,2019-03-20,364,8,4
20185784,"['왓챠', '티빙', '웨이브']",나의 특별한 형제,Inseparable Bros,,113,"드라마,코미디",12세이상관람가,육상효,76251323844,9311376,3078,2019-05-01,387,8.6,7
20198982,['웨이브'],크게 될 놈,,,108,드라마,15세이상관람가,강지은,4264180770,548838,1025,2019-04-18,173,8.4,3
20182501,"['왓챠', '티빙', '웨이브']",왓칭,Watching,,97,"공포(호러),스릴러",15세이상관람가,김성기,1323944786,157514,945,2019-04-17,175,4.9,3
20199448,"['왓챠', '티빙', '웨이브']",어린 의뢰인,My First Client,,114,"드라마,가족",12세이상관람가,장규성,9719700280,1171472,1477,2019-05-22,261,8.8,4
20184082,"['왓챠', '넷플릭스', '티빙', '웨이브']",걸캅스,Miss & Mrs. Cops,,107,"코미디,액션",15세이상관람가,정다원,97798255922,11484261,3595,2019-05-09,434,6.6,8
20187981,['웨이브'],배심원들,Juror 8,,113,드라마,12세이상관람가,홍승완,15393381710,1915902,1911,2019-05-15,221,8.8,5
20188144,"['왓챠', '웨이브']",0.0MHz,0.0MHz,,101,공포(호러),15세이상관람가,유선동,2990338730,377542,870,2019-05-29,215,5,4
20182490,"['넷플릭스', '웨이브']",나랏말싸미,The King's Letters,,109,사극,전체관람가,조철현,45422111608,5510504,2459,2019-07-24,422,4.6,6
20188404,"['왓챠', '티빙', '웨이브']",암전,Warning: Do Not Play,,85,"미스터리,공포(호러)",15세이상관람가,김진원,2654068065,299111,829,2019-08-15,206,5.2,3
20185985,['웨이브'],광대들: 풍문조작단,Jesters: The Game Changers,,108,사극,12세이상관람가,김주호,13844140754,1668670,1984,2019-08-21,394,6.5,6
20185361,"['넷플릭스', '웨이브']",두번할까요,"LOVE, AGAIN",,112,"코미디,멜로/로맨스",15세이상관람가,박용집,5479152780,657932,1415,2019-10-17,336,5.2,4
20191029,"['넷플릭스', '왓챠', '티빙', '웨이브']",82년생 김지영,"KIM JI-YOUNG, BORN 1982",,118,드라마,12세이상관람가,김도영,2.36E+11,28604514,6472,2019-10-23,359,6.7,9
20110279,['왓챠'],마당을 나온 암탉,"Leafie, a Hen into the Wild",,93,애니메이션,전체관람가,오성윤,14679429000,2203601,27,2011-07-28,329,8.9,1
20195002,"['왓챠', '티빙', '웨이브']",블랙머니,BLACK MONEY,,113,"범죄,드라마",12세이상관람가,정지영,1.48E+11,17509294,4588,2019-11-13,390,9.1,8
20181434,"['왓챠', '넷플릭스', '티빙']",신의 한 수: 귀수편,The Divine Move 2: The Wrathful,,106,"범죄,액션",15세이상관람가,리건,1.17E+11,13621235,4270,2019-11-07,431,6.8,8
20188462,"['넷플릭스', '티빙', '웨이브']",감쪽같은 그녀,A Little Princess,,104,드라마,전체관람가,허인무,16514278010,2155572,2174,2019-12-04,300,8.2,5
20199435,[],몬테크리스토,MONTE CRISTO,,132,"뮤지컬,공연",12세이상관람가,이동원,12082000,955,14,2019-11-14,32,9.2,2
20185161,"['왓챠', '웨이브']",나를 찾아줘,Bring Me Home,,107,스릴러,15세이상관람가,김승우,18850346780,2372112,2209,2019-11-27,333,6.6,6
20198414,['웨이브'],시동,START-UP,,101,드라마,15세이상관람가,최정열,55065299520,6519290,3540,2019-12-18,479,7.7,8
20183002,"['왓챠', '넷플릭스', '티빙', '웨이브']",해치지않아,SECRET ZOO,,117,코미디,12세이상관람가,손재곤,197541000,23332,79,2020-01-15,474,6.5,2
