moviecode,ott,title,title_en,title_ori,showTm,genre,grade,peopleNm,sale,audi,screen,openDt,staff_cnt,평점
20173826,"['왓챠', '웨이브']",구세주: 리턴즈,Oh! My God Returns,,97,코미디,15세이상관람가,고경민,74765000,10217,225,2017-09-14,86,5.7
20179407,"['왓챠', '티빙', '웨이브']",로마의 휴일,,,107,"코미디,드라마",15세이상관람가,이덕희,3825940804,517188,911,2017-08-30,201,6.3
20020106,"['왓챠', '넷플릭스', '티빙', '웨이브']",복수는 나의 것,Sympathy for Mr. Vengeance,,121,"범죄,스릴러",18세관람가,박찬욱,8652000,1207,1,2002-03-28,126,8.1
20170307,[],맛있는 섹스 은밀한 동거,,,77,드라마,청소년관람불가,이전,767000,154,20,2017-08-08,9,
20164174,['왓챠'],브이아이피,V.I.P.,,127,"범죄,드라마",청소년관람불가,박훈정,51048276131,6366785,2707,2017-08-23,527,6.1
20179826,[],두 엄마,,,80,멜로/로맨스,청소년관람불가,이도시,1794000,350,20,2017-08-14,21,4
20171885,[],노트르담 드 파리,Notre-Dame de Paris,,129,"뮤지컬,공연",전체관람가,정성복,73353500,5994,38,2017-11-01,1,8.5
20171818,[],붉은 비키니 무삭제판,,,101,"멜로/로맨스,드라마",청소년관람불가,최무연,1853000,360,20,2017-08-21,0,5.6
20163364,[],유관순,Yu Gwan-Sun,,105,드라마,,윤봉춘,1592000,796,1, ,0,
20154909,"['왓챠', '넷플릭스', '티빙', '웨이브']",살인자의 기억법,MEMOIR OF A MURDERER,,118,"범죄,스릴러",15세이상관람가,원신연,1.32E+11,16323337,4045,2017-09-06,333,7
20171644,[],게이봉박두5 : 자유로운 연애중,,,50,기타,,김민규,2618000,336,1, ,0,8.5
20170444,[],원정여행,,,75,멜로/로맨스,청소년관람불가,국만중,937000,177,20,2017-08-31,18,3.4
20174142,"['왓챠', '티빙', '웨이브']",아이 캔 스피크,I Can Speak,,118,코미디,12세이상관람가,"고동우,이달",3.21E+11,41111440,4783,2017-09-21,239,9.4
20172964,"['왓챠', '웨이브']",이웃집 스타,Star Nextdoor,,98,코미디,12세이상관람가,임아론,222173900,30335,473,2017-09-21,161,5.6
20172742,"['티빙', '웨이브']",범죄도시,THE OUTLAWS,,121,"범죄,액션",청소년관람불가,강윤성,5.23E+11,63704847,7106,2017-10-03,305,8.3
20165450,"['왓챠', '넷플릭스', '티빙', '웨이브']",남한산성,The Fortress,,140,"사극,드라마",15세이상관람가,황동혁,2.10E+11,25768715,3833,2017-10-03,624,7.4
20171817,[],넛잡 2,The Nut Job 2: Nutty by Nature,,91,"애니메이션,어드벤처,코미디,가족",전체관람가,캘런 브런커,19576625700,2614240,1571,2017-10-03,106,8.5
20172757,[],김장+손의 무게+미열,,,,기타,,김성욱,4118700,1000,2, ,0,
20172603,"['왓챠', '넷플릭스', '티빙', '웨이브']",부라더,The Bros,,102,코미디,12세이상관람가,장유정,63239702326,7972649,3101,2017-11-02,185,6.7
20154907,"['왓챠', '넷플릭스', '티빙', '웨이브']",희생부활자,RV: Resurrected Victims,,91,"미스터리,스릴러",15세이상관람가,곽경택,6914275405,881581,1684,2017-10-12,305,5.6
20164424,[],대장 김창수,MAN OF WILL,,114,드라마,12세이상관람가,이원태,7656068045,999768,1733,2017-10-19,432,8.7
20175441,"['왓챠', '티빙', '웨이브']",채비,The Preparation,,114,드라마,12세이상관람가,강형철,7583790348,1052533,1284,2017-11-09,209,8.9
20175208,[],뷰티풀 투모로우,Beautiful Tomorrow,,67,드라마,12세이상관람가,이수진,2171275600,246490,147,2017-10-26,61,9.8
20169643,"['왓챠', '넷플릭스', '티빙', '웨이브']",침묵,Heart Blackened,,125,드라마,15세이상관람가,정지우,14056209556,1758844,1695,2017-11-02,334,7
20173903,[],역모-반란의 시대,The Age of Blood,,102,"사극,액션",15세이상관람가,김현석,804908000,110032,672,2017-11-23,168,3.5
20030003,"['왓챠', '넷플릭스', '웨이브']",클래식,The Classic,,132,드라마,12세관람가,곽재용,261990800,36237,197,2003-01-30,148,9.1
20161681,"['왓챠', '넷플릭스', '웨이브']",미옥,A Special Lady,,90,"범죄,액션",청소년관람불가,이안규,11090020084,1390227,1292,2017-11-09,457,4.4
20168754,"['왓챠', '티빙', '웨이브']",7호실,Room No.7,,100,코미디,15세이상관람가,이용승,10028558454,1297652,1409,2017-11-15,207,6
20165748,"['왓챠', '넷플릭스', '티빙', '웨이브']",꾼,The Swindlers,,116,범죄,15세이상관람가,장창원,1.91E+11,24487011,4979,2017-11-22,470,6.7
20161762,"['넷플릭스', '웨이브']",반드시 잡는다,The Chase,,110,스릴러,15세이상관람가,김홍선,11887123788,1588578,1559,2017-11-29,279,6.8
20173581,"['넷플릭스', '티빙', '웨이브']",기억의 밤,Forgotten,,108,"미스터리,스릴러",15세이상관람가,송창용,65895230685,8575174,2750,2017-11-29,338,7.8
20174846,['왓챠'],뽀로로 극장판 공룡섬 대모험,"Pororo, Dinosaur Island Adventure",,78,애니메이션,전체관람가,김성훈,48556996000,6425681,2640,2017-12-07,269,8.4
20170402,"['넷플릭스', '티빙', '웨이브']",강철비,Steel Rain,,139,"액션,드라마",15세이상관람가,양우석,2.12E+11,26503971,4991,2017-12-14,595,8.5
20150976,"['넷플릭스', '왓챠', '티빙']",신과함께-죄와 벌,Along with the Gods: The Two Worlds,,139,"판타지,드라마",12세이상관람가,김용화,1.09E+12,135693632,10039,2017-12-20,787,7.1
20170590,"['왓챠', '넷플릭스', '티빙', '웨이브']",1987,1987: When the Day Comes,,129,드라마,15세이상관람가,장준환,4.96E+11,61623785,6625,2017-12-27,668,9.5
19810021,[],어둠의 자식들,"Children of Darkness Part 1, Young-ae the Songstress",,100,드라마,연소자관람불가,이장호,6797000,3396,1,1981-08-07,9,6
20138712,"['왓챠', '웨이브']",꼭두각시,The Puppet,,85,"공포(호러),스릴러",청소년관람불가,권영락,229786500,32628,1,2013-06-20,77,3.2
20175830,"['왓챠', '티빙', '웨이브']",돌아와요 부산항애(愛),BROTHERS IN HEAVEN,,114,"범죄,액션,드라마",15세이상관람가,최성현,99223800,12432,101,2018-01-17,118,4.6
20176769,[],광인옥한흠,,,94,다큐멘터리,전체관람가,김대웅,54146400,7199,35,2017-12-28,24,9.9
20168161,"['티빙', '웨이브']",1급기밀,The Discloser,,100,드라마,12세이상관람가,홍기선,4866188300,609685,1159,2018-01-24,262,8.9
20177803,[],"서울영화제 ""사람들의 이야기""","SEOUL FILM FESTA, Your Story",,,기타,,,8491000,961,1, ,0,
20176104,"['왓챠', '넷플릭스', '티빙', '웨이브']",그것만이 내 세상,Keys to the Heart,,120,"코미디,드라마",12세이상관람가,조근현,1.54E+11,19107461,4849,2018-01-17,296,8.8
20189525,[],젝스키스 에이틴,SECHSKIES Eighteen,,100,다큐멘터리,전체관람가,,2355479600,315810,98,2018-01-18,5,9.1
20177473,"['왓챠', '넷플릭스', '티빙', '웨이브']",비밥바룰라,Be-Bop-A-Lula,,97,코미디,12세이상관람가,이성재,1180640500,169985,680,2018-01-24,131,9.5
20168323,"['넷플릭스', '웨이브']",염력,Psychokinesis,,101,"드라마,코미디",15세이상관람가,연상호,36250751905,4794454,2418,2018-01-31,735,5.4
20179205,"['넷플릭스', '왓챠', '웨이브']",조선명탐정: 흡혈괴마의 비밀,Detective K: Secret of the Living Dead,,119,"사극,어드벤처,코미디",12세이상관람가,김석윤,84114829140,10342911,3880,2018-02-08,446,6.6
20189761,[],터닝메카드W: 반다인의 비밀 특별판,Turning Mecards W: Secret of Bandain,,75,애니메이션,전체관람가,홍헌표,295234900,38909,275,2018-02-08,100,8.4
20168250,"['왓챠', '넷플릭스', '티빙', '웨이브']",골든슬럼버,Golden Slumber,,108,"범죄,드라마",15세이상관람가,노동석,53454367074,6469605,2303,2018-02-14,453,5.2
20176121,"['넷플릭스', '왓챠', '티빙', '웨이브']",흥부: 글로 세상을 바꾼 자,Heung-boo: The Revolutionist,,105,사극,12세이상관람가,김광식,12729646600,1557423,1514,2018-02-14,394,5.5
20170841,"['티빙', '웨이브']",리틀 포레스트,Little Forest,,103,드라마,전체관람가,임순례,72478457772,9149538,3497,2018-02-28,265,8.4
20150969,"['넷플릭스', '왓챠', '웨이브']",궁합,The Princess and the Matchmaker,,109,"코미디,드라마",12세이상관람가,홍창표,38120793629,4861712,2678,2018-02-28,518,6.5
20189663,"['넷플릭스', '티빙', '웨이브']",게이트,Gate,,91,"범죄,코미디",15세이상관람가,신재호,2238969900,272469,482,2018-02-28,175,5.1
20178781,"['왓챠', '티빙', '웨이브']",사라진 밤,The Vanished,,101,스릴러,15세이상관람가,이창희,35666505296,4365434,2918,2018-03-07,332,6.9
20170669,"['왓챠', '티빙', '웨이브']",지금 만나러 갑니다,Be With You,,131,멜로/로맨스,12세이상관람가,이장훈,1.65E+11,20554061,4911,2018-03-14,312,8
20172244,['웨이브'],치즈인더트랩,Cheese in the Trap,,116,"멜로/로맨스,스릴러",15세이상관람가,김제영,5075094600,612868,872,2018-03-14,235,6.1
20181561,"['왓챠', '넷플릭스', '티빙', '웨이브']",덕구,Stand by Me,,91,드라마,전체관람가,방수인,21798841700,2865372,1724,2018-04-05,178,8.7
20180804,"['왓챠', '넷플릭스', '티빙', '웨이브']",곤지암,GONJIAM: Haunted Asylum,,94,"공포(호러),스릴러",15세이상관람가,정범식,1.35E+11,16944901,4008,2018-03-28,310,5.1
20181366,[],미니특공대X,Mini Force X,,67,애니메이션,전체관람가,이영준,3227723300,431355,1031,2018-03-22,161,4
20154908,"['왓챠', '넷플릭스', '티빙', '웨이브']",7년의 밤,Seven Years of Night,,123,"스릴러,드라마",15세이상관람가,추창민,18925624220,2513152,1903,2018-03-28,546,5.3
20153447,"['넷플릭스', '웨이브']",바람 바람 바람,What a Man Wants,,100,코미디,청소년관람불가,이병헌,52220697824,6377610,2995,2018-04-05,326,6.3
20182021,"['넷플릭스', '왓챠', '웨이브']",번개맨과 신비의 섬,Lightning Man and The Mystery Island,,69,"가족,뮤지컬",전체관람가,김지열,1682417300,209486,404,2018-04-05,200,5.7
20165045,"['티빙', '웨이브']",머니백,Snatch Up,,100,"액션,드라마",15세이상관람가,허준형,1187224400,150310,957,2018-04-12,238,6.6
20182221,['웨이브'],스파키,Spark : A Space Tail,,91,"애니메이션,어드벤처,코미디",전체관람가,"애론 우들리,아론 우들리",960304100,130525,452,2018-04-12,2,7.7
20177266,"['왓챠', '넷플릭스', '티빙', '웨이브']",나를 기억해,Marionette,,101,"미스터리,범죄,스릴러",청소년관람불가,,7071403005,806749,1177,2018-04-19,123,6.1
20177005,"['넷플릭스', '왓챠', '티빙', '웨이브']",레슬러,LOVE+SLING,,109,"드라마,코미디",15세이상관람가,"이혁종,안정민",36929630142,4371416,2697,2018-05-09,387,5.7
20189783,"['왓챠', '웨이브']",챔피언,Champion,,108,드라마,12세이상관람가,김용완,62178849467,7397887,2528,2018-05-01,269,6.3
20175046,[],파파 오랑후탄,PAPA ORANGHUTAN,,83,다큐멘터리,12세이상관람가,장재혁,38427000,5075,7,2018-04-19,42,9.2
20179383,"['넷플릭스', '티빙', '웨이브']",독전,Believer,,123,"범죄,액션",15세이상관람가,이해영,3.00E+11,34837542,6357,2018-05-22,425,6.6
20122783,"['넷플릭스', '왓챠', '티빙', '웨이브']",감시자들,Cold Eyes,,118,"범죄,액션",15세이상관람가,"조의석,김병서",39382418179,5508299,1,2013-07-03,365,7.2
20137048,"['왓챠', '넷플릭스', '티빙', '웨이브']",국제시장,Ode to My Father,,126,드라마,12세이상관람가,윤제균,1.11E+11,14262766,1,2014-12-17,548,7.1
20173202,"['넷플릭스', '왓챠', '티빙', '웨이브']",버닝,BURNING,,147,미스터리,청소년관람불가,최무연,25124388088,2807059,2238,2018-05-17,266,6.9
20183802,[],내 엄마의 친구,,,80,멜로/로맨스,청소년관람불가,이진명,1292000,239,20,2018-05-17,9,10
20182583,[],정사 : 아내의 친구,,,70,멜로/로맨스,청소년관람불가,조태호,758000,128,20,2018-05-17,36,1
20173865,['웨이브'],데자뷰,DEJA VU,,86,"미스터리,스릴러",15세이상관람가,김홍선,1038417100,138777,950,2018-05-30,170,3.4
20184443,[],여동생 친구,,,72,멜로/로맨스,청소년관람불가,이전,1451000,297,10,2018-05-23,14,
20178161,"['왓챠', '넷플릭스', '웨이브']",탐정: 리턴즈,The Accidental Detective 2: In Action,,116,"코미디,범죄",15세이상관람가,이언희,1.85E+11,21555983,4770,2018-06-13,307,7.4
20172469,['넷플릭스'],허스토리,Herstory,,120,드라마,12세이상관람가,민규동,18635967492,2489393,1797,2018-06-27,247,9
20174369,"['넷플릭스', '티빙', '웨이브']",변산,Sunset in My Hometown,,122,드라마,15세이상관람가,이창재,18254091815,2214544,2025,2018-07-04,379,8.4
20184101,"['왓챠', '티빙', '웨이브']",여중생A,Student A,,114,드라마,12세이상관람가,이경섭,3707357500,444205,1074,2018-06-20,172,7.9
20185341,['웨이브'],마녀,The Witch : Part 1. The Subversion,,125,"미스터리,액션",15세이상관람가,박훈정,1.52E+11,17781126,4669,2018-06-27,419,8
20186926,[],게이트-완결판,,,102,"범죄,코미디",15세이상관람가,신재호,2119000,2110,10,2018-06-21,1,5.1
20185484,"['왓챠', '넷플릭스', '티빙', '웨이브']",안나 카레니나,ANNA KARENINA,,132,뮤지컬,12세이상관람가,신예지,104399900,6915,24,2018-06-29,0,7.9
19588024,[],종각,The Bell Tower,,96,드라마,,양주남,2528000,1264,1, ,0,
20186203,[],MSFF2018 사랑에 관한 짧은 필름 1,A Short Film About Love 1,,92,"멜로/로맨스,드라마",,,1798200,304,1, ,0,
20180282,"['왓챠', '티빙', '웨이브']",속닥속닥,The Whispering,,91,"공포(호러),미스터리",15세이상관람가,최상훈,5223901300,594833,710,2018-07-13,112,3.9
20186185,[],MSFF2018 비정성시 1,A City of Sadness 1,,90,드라마,,,2348400,394,1, ,0,
20184427,[],음란 조선 기방,,,98,멜로/로맨스,청소년관람불가,이전,1183000,244,10,2018-07-04,14,
20186362,[],Replay_내일+미지와의 조우+알송달송,,,,뮤지컬,,"이다민,최찬,정유안",13140000,2628,2, ,0,
20188042,[],독전: 익스텐디드 컷,,,131,"범죄,액션",15세이상관람가,이해영,1525166200,248413,747,2018-07-18,0,
20170942,"['넷플릭스', '웨이브']",인랑,ILLANG : THE WOLF BRIGADE,,138,"SF,액션",15세이상관람가,김지운,40856251371,5242289,1986,2018-07-25,881,4.6
20185242,['넷플릭스'],신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,,67,"애니메이션,판타지,어드벤처",전체관람가,김병갑,26942931000,3642183,2011,2018-07-25,190,7.6
19460021,[],자유만세,Hurrah For Freedom,,60,드라마,청소년관람불가,최인규,988000,494,1,1946-10-21,1,
20186202,"['넷플릭스', '왓챠', '티빙']",신과함께-인과 연,Along with the Gods: The Last 49 Days,,141,"판타지,드라마",12세이상관람가,김용화,8.38E+11,100205569,8505,2018-08-01,840,6.9
20187682,['왓챠'],해적왕 작스톰,Zak Storm,,81,애니메이션,전체관람가,필립 귀엔,80059900,10030,128,2018-07-25,0,7.8
20186501,[],극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,,84,애니메이션,전체관람가,"최신규,김진철",43179681650,5755699,1809,2018-08-01,122,8.8
20179101,"['왓챠', '넷플릭스', '티빙', '웨이브']",공작,The Spy Gone North,,137,드라마,12세이상관람가,윤종빈,2.63E+11,30550000,5202,2018-08-08,465,8.4
20153446,"['넷플릭스', '왓챠', '티빙', '웨이브']",너의 결혼식,On Your Wedding Day,,110,멜로/로맨스,12세이상관람가,이석근,1.64E+11,19459167,4373,2018-08-22,241,7.4
20170670,"['넷플릭스', '웨이브']",목격자,The Witness,,111,스릴러,15세이상관람가,조규장,95714310361,11072236,3656,2018-08-15,289,5.4
20177537,"['넷플릭스', '왓챠', '티빙', '웨이브']",상류사회,High Society,,119,드라마,청소년관람불가,변혁,28944538265,3521392,2460,2018-08-29,307,4.1
20189161,[],꽃찌: 독이 있는 사랑,Poisonous love,,87,드라마,청소년관람불가,김문옥,2286000,1133,3,2018-08-23,40,9.9
20188501,[],미친도시,,,124,드라마,15세이상관람가,장태령,23671000,3128,7,2018-08-30,31,9
20156554,"['왓챠', '넷플릭스', '웨이브']",물괴,Monstrum,,105,"액션,사극",15세이상관람가,허종호,29436443870,3480628,2530,2018-09-12,729,5.3
20177308,"['왓챠', '넷플릭스', '티빙', '웨이브']",협상,THE NEGOTIATION,,114,범죄,15세이상관람가,이종석,88548388539,10191492,3212,2018-09-19,580,7
20176122,"['넷플릭스', '웨이브']",안시성,The Great Battle,,135,"사극,액션",12세이상관람가,강효진,3.72E+11,43607556,5681,2018-09-19,934,7.6
20172204,"['넷플릭스', '왓챠', '티빙', '웨이브']",명당,FENGSHUI,,126,사극,12세이상관람가,박희곤,1.13E+11,13138419,3282,2018-09-19,441,6.7
20179189,"['넷플릭스', '왓챠', '티빙', '웨이브']",암수살인,Dark Figure of Crime,,109,"범죄,드라마",15세이상관람가,김태균,2.00E+11,22929128,5175,2018-10-03,251,7.6
20189746,"['왓챠', '웨이브']",극장판 뽀잉: 슈퍼 변신의 비밀,"Boing, The Secret of Super Transformation",,72,애니메이션,전체관람가,정미화,981119500,126688,618,2018-09-20,139,9.7
20167903,[],원더풀 고스트,THE SOUL-MATE,,96,"코미디,드라마,범죄",12세이상관람가,조원희,17945045400,2168325,843,2018-09-26,188,7.6
20189067,"['왓챠', '넷플릭스', '티빙', '웨이브']",미쓰백,Miss Baek,,97,드라마,15세이상관람가,이지원,35174211062,4169417,2813,2018-10-11,190,8.5
20184678,"['왓챠', '티빙', '웨이브']",배반의 장미,Too Hot to Die,,98,코미디,15세이상관람가,박진영,585794000,71110,830,2018-10-18,140,4.9
20174981,"['넷플릭스', '웨이브']",창궐,Rampant,,121,"사극,액션",15세이상관람가,이성관,61271159424,7323071,3602,2018-10-25,581,5.7
20177538,"['왓챠', '넷플릭스', '티빙', '웨이브']",완벽한 타인,Intimate Strangers,,115,"드라마,코미디",15세이상관람가,이재규,3.40E+11,40529601,6672,2018-10-31,451,7.5
20170513,"['왓챠', '넷플릭스', '티빙', '웨이브']",동네사람들,Ordinary People,,99,"액션,스릴러",15세이상관람가,임진순,10526683986,1261511,1711,2018-11-07,199,5.4
20179006,"['왓챠', '티빙', '웨이브']",여곡성,The Wrath,,94,"공포(호러),미스터리",15세이상관람가,유영선,1689697700,190740,428,2018-11-08,190,4.7
20184481,"['넷플릭스', '왓챠', '티빙', '웨이브']",성난황소,Unstoppable,,115,"범죄,액션",15세이상관람가,김민호,47135955547,5616663,3259,2018-11-22,395,6.3
20189869,"['왓챠', '넷플릭스']",해피 투게더,Happy Together,,110,"드라마,코미디",12세이상관람가,김정환,518240400,65215,479,2018-11-15,252,7.3
20179230,"['티빙', '웨이브']",도어락,Door Lock,,102,"스릴러,드라마",15세이상관람가,이권,44263719668,5376917,2838,2018-12-05,263,6.1
20183050,[],번 더 스테이지: 더 무비,Burn the Stage: the Movie,,82,기타,전체관람가,박준수,9853862800,1161064,603,2018-11-15,51,9.2
20101125,[],로맨스그레이,Love Affair,,125,"드라마,멜로/로맨스",12세이상관람가,신상옥,2230000,1115,1, ,0,
20177552,"['왓챠', '넷플릭스', '티빙', '웨이브']",국가부도의 날,Default,,114,드라마,12세이상관람가,최국희,1.88E+11,22821542,4602,2018-11-28,382,8.1
20176251,"['넷플릭스', '왓챠', '티빙']",내안의 그놈,The Dude in Me,,122,"판타지,코미디",15세이상관람가,김유성,1.02E+11,11946042,3693,2019-01-09,251,7.6
20081146,[],초대받은 사람들,The Invited Ones,,110,드라마,연소자관람가,최하원,7067000,2476,1,1981-10-24,7,9.7
20183650,"['왓챠', '티빙', '웨이브']",번개맨의 비밀,,,68,"가족,뮤지컬",전체관람가,강유선,675633950,85912,489,2018-12-06,172,6
20183745,[],런닝맨 : 풀룰루의 역습,Running Man,,66,애니메이션,전체관람가,윤준상,5166269400,678144,1053,2018-12-05,176,5.9
20175547,"['넷플릭스', '웨이브']",스윙키즈,Swing Kids,,133,드라마,12세이상관람가,"이영준,김래경",64205257152,7807441,3601,2018-12-19,496,8.5
20184529,[],트와이스랜드,TWICELAND,,109,다큐멘터리,전체관람가,,273002000,32176,92,2018-12-07,2,8
20182981,"['넷플릭스', '티빙', '웨이브']",리벤져,Revenger,,101,액션,15세이상관람가,이승원,17250400,2322,57,2018-12-06,204,5.3
20168773,"['넷플릭스', '티빙', '웨이브']",마약왕,The Drug King,,139,"범죄,드라마",청소년관람불가,우민호,58666355568,6726040,3180,2018-12-19,505,5.5
20184105,"['넷플릭스', '왓챠', '티빙', '웨이브']",말모이,MAL·MO·E: The Secret Mission,,135,드라마,12세이상관람가,엄유나,1.96E+11,23391569,5273,2019-01-09,395,9.1
20170658,"['왓챠', '넷플릭스', '티빙']",PMC: 더 벙커,Take Point,,124,액션,15세이상관람가,김병우,50021058109,5978115,2979,2018-12-26,572,5.3
20183785,['왓챠'],점박이 한반도의 공룡2 : 새로운 낙원,,,93,애니메이션,전체관람가,한상호,15331641350,1955645,1697,2018-12-25,490,8.4
20166602,"['왓챠', '티빙', '웨이브']",그대 이름은 장미,ROSEBUD,,125,코미디,12세이상관람가,조석현,2958976630,349231,1026,2019-01-16,344,6.5
20184187,[],언니,No Mercy,,93,액션,청소년관람불가,임경택,3290905100,369549,1038,2019-01-01,255,6.1
20186324,['웨이브'],언더독,Underdog,,101,애니메이션,전체관람가,"이춘백,오성윤",14118807280,1832451,1472,2019-01-16,432,9
20183915,"['넷플릭스', '웨이브']",극장판 공룡메카드: 타이니소어의 섬,,,70,애니메이션,전체관람가,"최신규,유재운",14526479450,1893653,1769,2019-01-10,195,6.8
20182530,"['왓챠', '넷플릭스', '티빙', '웨이브']",극한직업,Extreme Job,,111,코미디,15세이상관람가,이병헌,1.29E+12,150477890,11031,2019-01-23,518,7.4
20185124,[],러브 유어셀프 인 서울,LOVE YOURSELF IN SEOUL,,111,공연,전체관람가,,7719960900,823676,486,2019-01-26,2,9.5
20180868,"['넷플릭스', '왓챠', '티빙', '웨이브']",뺑반,Hit-and-Run Squad,,133,"범죄,액션",15세이상관람가,한준희,52632358281,6351393,3193,2019-01-30,540,6.3
20185881,"['넷플릭스', '왓챠', '티빙', '웨이브']",증인,Innocent Witness,,129,드라마,12세이상관람가,이한,1.19E+11,14689294,4890,2019-02-13,297,9.3
20174169,"['넷플릭스', '티빙', '웨이브']",기묘한 가족,THE ODD FAMILY : ZOMBIE ON SALE,,111,"코미디,가족",12세이상관람가,"박근태,전종기,유경수,곽기혁,장윤정,김준기,이문주,김민혜,김강민",6122840065,759550,1405,2019-02-13,327,6.8
20185478,[],극장판 헬로카봇: 옴파로스 섬의 비밀,Hello Carbot The Movie: The Secret of Omphalos Island,,78,애니메이션,전체관람가,"최신규,김진철",24271225490,3108095,1949,2019-01-31,126,7.1
20177539,"['넷플릭스', '티빙', '웨이브']",사바하,SVAHA : THE SIXTH FINGER,,122,"미스터리,스릴러",15세이상관람가,장재현,1.07E+11,12851627,3948,2019-02-20,580,7.3
20176442,"['넷플릭스', '웨이브']",자전차왕 엄복동,Race to Freedom : Um Bok Dong,,116,드라마,12세이상관람가,김상철,5055955260,667624,1161,2019-02-27,433,4.6
19750082,"['왓챠', '티빙', '웨이브']",육체의 약속,Promises,,95,멜로/로맨스,12세이상관람가,김기영,5322000,1827,1,1975-07-26,2,7.3
20175407,"['왓챠', '웨이브']",우상,Idol,,143,스릴러,15세이상관람가,조영준,9078275462,1052197,1789,2019-03-20,457,4.3
20183096,['웨이브'],생일,Birthday,,120,드라마,전체관람가,이종언,67770817132,8167247,3945,2019-04-03,275,8.6
20198465,[],가슴 큰 여자친구,,,71,멜로/로맨스,청소년관람불가,준세,978000,189,20,2019-03-08,0,6.6
20197846,"['티빙', '웨이브']",악질경찰,Jo Pil-ho: The Dawning Rage,,127,"범죄,드라마",청소년관람불가,이정범,8379152642,968506,1835,2019-03-20,364,8
19820063,[],산딸기,Mountain Strawberries,,97,멜로/로맨스,연소자관람불가,김수형,1980000,985,1,1982-09-04,5,6.2
20166301,"['왓챠', '티빙', '웨이브']",썬키스 패밀리,Sunkist Family,,105,"가족,멜로/로맨스,코미디",15세이상관람가,김지혜,469297270,60583,774,2019-03-27,184,6.1
20198005,[],2019 한국영화아카데미 35기 졸업영화제 개막작,,,,드라마,,,3200000,800,1, ,0,
19850005,[],산딸기 2,Wild Strawberries 2,,94,"드라마,멜로/로맨스",연소자관람불가,김수형,3003000,1499,1,1985-02-02,8,5.9
20180825,"['왓챠', '티빙', '웨이브']",미성년,Another Child,,95,드라마,15세이상관람가,김윤석,15713522820,1837862,2057,2019-04-11,260,8.1
20185784,"['왓챠', '티빙', '웨이브']",나의 특별한 형제,Inseparable Bros,,113,"드라마,코미디",12세이상관람가,육상효,76251323844,9311376,3078,2019-05-01,387,8.6
20198982,['웨이브'],크게 될 놈,,,108,드라마,15세이상관람가,강지은,4264180770,548838,1025,2019-04-18,173,8.4
20182501,"['왓챠', '티빙', '웨이브']",왓칭,Watching,,97,"공포(호러),스릴러",15세이상관람가,김성기,1323944786,157514,945,2019-04-17,175,4.9
20198183,['왓챠'],뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,,79,"애니메이션,가족",전체관람가,"윤창섭,김현호,김현호",47278198800,6150803,2599,2019-04-25,232,7.7
20198633,[],내 엄마의 친구 2,,,77,멜로/로맨스,청소년관람불가,이동현,2596000,440,25,2019-04-12,0,
20199448,"['왓챠', '티빙', '웨이브']",어린 의뢰인,My First Client,,114,"드라마,가족",12세이상관람가,장규성,9719700280,1171472,1477,2019-05-22,261,8.8
20188941,"['넷플릭스', '티빙', '웨이브']",악인전,"The Gangster, The Cop, The Devil",,109,"범죄,액션",청소년관람불가,이원태,2.41E+11,27697193,4450,2019-05-15,434,7.4
20184082,"['왓챠', '넷플릭스', '티빙', '웨이브']",걸캅스,Miss & Mrs. Cops,,107,"코미디,액션",15세이상관람가,정다원,97798255922,11484261,3595,2019-05-09,434,6.6
20187981,['웨이브'],배심원들,Juror 8,,113,드라마,12세이상관람가,홍승완,15393381710,1915902,1911,2019-05-15,221,8.8
20090248,[],마더,Mother,,128,드라마,청소년관람불가,봉준호,39967968600,5962574,14,2009-05-28,357,8.1
20183782,"['왓챠', '넷플릭스', '티빙', '웨이브']",기생충,PARASITE,,131,드라마,15세이상관람가,봉준호,9.17E+11,107371684,8982,2019-05-30,623,7.9
20188144,"['왓챠', '웨이브']",0.0MHz,0.0MHz,,101,공포(호러),15세이상관람가,유선동,2990338730,377542,870,2019-05-29,215,5
20198453,"['왓챠', '웨이브']",롱 리브 더 킹: 목포 영웅,Long Live the King,,117,"액션,드라마",15세이상관람가,강윤성,51520102580,6081686,2662,2019-06-19,428,7.6
20191744,[],노리개: 그녀의 눈물,Norigae,,101,드라마,15세이상관람가,최승호,19994350,2287,50,2019-06-13,10,8.2
20182585,[],비스트,The Beast,,130,"범죄,스릴러",15세이상관람가,이정호,6185586520,782446,1406,2019-06-26,493,5.7
19730002,[],삼일천하,Three Days Of Their Reign,,132,사극,전체관람가,신상옥,1352000,676,1,1973-02-15,2,4
20162844,[],꿈,Dream,,74,드라마,,신상옥,2988000,1494,1,1955-01-16,0,4.5
20192591,[],BIFAN2019 판타스틱 단편 걸작선 1,Fantastic Short Films 1,,,기타,,,208800000,34800,10, ,0,
20192158,[],착한 엄마: 아버지의 여자를 탐하다,,,86,"멜로/로맨스,드라마",청소년관람불가,"이진명,유승택",2571000,451,19,2019-06-24,0,
20185353,"['왓챠', '넷플릭스', '티빙', '웨이브']",기방도령,HOMME FATALE,,110,"코미디,사극",15세이상관람가,남대중,11033413210,1354364,1394,2019-07-10,312,6.7
